state_name,state,state_fips,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation,Fraction of the Year ACA Expansion
LA,19,22,2012,4600972,1933137,147143,7.1,28.16991,17.09384,5.875097,233481.2,74.0,6.3,186589400.0,120462,21145.0,9261.0,948758.25,422679.5833,188.0,240.0,284.0,200,367,526,668,555.0,766.0,952.0,6159.666666666667,698,,,,944,21.1,0,45.0,58.0,0.4368932038834951,15.0,24.0,0.38461538461538464,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.035,,,1.0,7.25,7.25,180847.0,12968.0,1388.0,166491.0,1244542,145346.0,347666.1285,39520.6085,588505.9331,199075.4209,15624.4874,267443.126,0.0
ME,20,23,2012,1327729,650117,52519,7.5,28.30312,16.80387,8.548639,52866.6,4.0,1.5,53490000.0,25426,22554.0,9854.0,252860.0,131153.3333,363.0,485.0,611.0,200,367,526,668,730.0,1011.0,1279.0,2633.5833333333335,698,,,,170,12.8,0,72.0,77.0,0.48322147651006714,14.0,20.0,0.4117647058823529,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.05,,,0.0,7.25,7.5,37114.0,1906.0,226.0,34982.0,334786,25690.0,51924.9063,8030.5229,107179.312,28017.4202,3758.4441,44366.2951,0.0
MD,21,24,2012,5886992,2902307,217340,7.0,26.30313,15.10803,5.036913,334555.5,59.0,4.2,315230900.0,340197,58716.0,24118.0,716379.1667,360523.0,453.0,574.0,695.0,200,367,526,668,820.0,1100.0,1339.0,7857.833333333333,698,,,,585,9.9,1,98.0,43.0,0.6950354609929078,35.0,12.0,0.7446808510638298,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.25,,,1.0,7.25,7.25,114800.0,14909.0,628.0,99263.0,1036650,146272.0,231489.7876,35315.4985,434140.4771,127388.9004,15440.8802,191428.6228,0.0
MA,22,25,2012,6663005,3252531,232630,6.7,20.45031,10.79463,3.389072,444478.2,29.0,1.9,382009400.0,124157,98549.0,50062.0,861568.25,479829.75,531.0,633.0,731.0,200,367,526,668,898.0,1151.0,1364.0,16847.25,698,,,,743,11.3,1,125.0,33.0,0.7911392405063291,36.0,4.0,0.9,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.15,,,1.0,7.25,8.0,185762.0,21935.0,2414.0,161413.0,1335399,122568.0,239059.7115,32198.9122,534456.4305,106981.609,9570.2227,149885.1732,0.0
MI,23,26,2012,9897145,4246658,426037,9.1,25.15599,13.83836,4.674606,418742.3,54.0,2.3,386568400.0,76822,105978.0,44514.0,1828384.25,924643.25,403.0,492.0,597.0,200,367,526,668,770.0,1018.0,1265.0,14598.5,698,,,,1331,13.7,0,46.0,62.0,0.42592592592592593,12.0,26.0,0.3157894736842105,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.06,,,1.0,7.25,7.4,271713.0,17150.0,1584.0,252979.0,1820792,255954.0,517810.7131,56592.2905,907683.9267,280493.7068,18221.1667,379452.2354,0.0
MN,24,27,2012,5376643,2781141,165215,5.6,18.67087,11.76091,5.177687,296272.5,62.0,4.5,257319700.0,88575,48225.0,22389.0,538868.8333,264738.9167,437.0,532.0,621.0,200,367,526,668,804.0,1058.0,1287.0,10948.666666666666,698,,,,534,10.0,1,62.0,72.0,0.4626865671641791,30.0,37.0,0.44776119402985076,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.33,,,1.0,7.25,6.15,91560.0,10392.0,702.0,80466.0,891789,128436.0,208849.1651,51419.8333,627280.2349,103938.7596,19011.2091,179640.1774,0.0
MS,25,28,2012,2983816,1198196,118340,9.0,37.98708,24.83963,6.177692,99616.3,44.0,5.5,99386400.0,42533,24180.0,11377.0,659872.25,296507.5833,146.0,170.0,194.0,200,367,526,668,513.0,696.0,862.0,4781.916666666667,698,,,,636,22.0,0,58.0,64.0,0.47540983606557374,21.0,31.0,0.40384615384615385,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,126679.0,9933.0,887.0,115859.0,653658,94773.0,267373.7281,30526.3607,398653.7217,163672.583,12533.2346,207859.0435,0.0
MO,26,29,2012,6024367,2815275,210034,6.9,26.56495,16.25304,7.146448,268861.9,117.0,7.9,241762700.0,73054,83171.0,34642.0,947888.5833,441625.9167,234.0,292.0,342.0,200,367,526,668,601.0,818.0,1010.0,8276.666666666666,698,,,,905,15.2,1,56.0,106.0,0.345679012345679,8.0,26.0,0.23529411764705882,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,140146.0,7510.0,859.0,131777.0,981086,145900.0,307434.4957,50962.3202,638942.9462,173079.8301,20286.3646,257270.8858,0.0
MT,27,30,2012,1003783,476174,30311,6.0,23.59375,13.1648,5.704338,42041.6,17.0,7.4,40471000.0,132567,8063.0,3229.0,125873.6667,58987.6667,401.0,504.0,606.0,200,367,526,668,768.0,1030.0,1274.0,1390.0833333333333,698,,,,134,13.4,1,32.0,68.0,0.32,22.0,28.0,0.44,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.65,18562.0,1249.0,126.0,17187.0,115931,20457.0,37097.9578,8726.6849,86704.7825,17650.9767,2803.0309,28133.8847,0.0
NE,28,31,2012,1853303,974428,40552,4.0,25.20529,15.54406,5.189105,102605.3,29.0,6.0,86293700.0,11711,13572.0,5888.0,176073.1667,77066.25,293.0,364.0,435.0,200,367,526,668,660.0,890.0,1103.0,3645.9166666666665,698,,,,226,12.2,0,,,,,,,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.1,,,1.0,7.25,7.25,27144.0,2068.0,234.0,24842.0,243011,42727.0,91997.2356,23550.1036,251186.0242,38096.2609,6691.6308,66640.6568,0.0
NV,29,32,2012,2743996,1222710,153671,11.2,28.6344,18.22511,7.138765,127789.1,94.0,13.3,108825100.0,39104,27057.0,10577.0,354899.75,169147.0833,318.0,383.0,448.0,200,367,526,668,685.0,909.0,1116.0,4880.833333333333,698,,,,433,15.8,0,26.0,16.0,0.6190476190476191,11.0,10.0,0.5238095238095238,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,8.25,45928.0,11081.0,673.0,34174.0,305455,76108.0,138276.035,22083.2431,218552.3193,64880.5893,7780.6867,87212.6333,0.0
NH,30,33,2012,1324232,700371,40726,5.5,18.10439,10.47077,4.902269,67635.7,8.0,2.9,67528800.0,20779,8764.0,4211.0,116894.5833,56354.3333,606.0,675.0,738.0,200,367,526,668,973.0,1180.0,1369.0,1854.8333333333333,698,,,,106,8.1,1,104.0,292.0,0.26262626262626265,5.0,19.0,0.20833333333333334,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,19310.0,956.0,140.0,18214.0,139768,16299.0,33031.2729,6506.8187,104545.9667,13594.512,1542.5878,24251.4683,0.0
NJ,31,34,2012,8844942,4159986,428047,9.3,19.91162,12.27747,4.376591,519569.0,82.0,3.8,491662000.0,409796,83280.0,34234.0,826133.5833,406142.5,322.0,424.0,488.0,200,367,526,668,689.0,950.0,1156.0,9278.833333333334,698,,,,814,9.3,0,47.0,32.0,0.5949367088607594,24.0,16.0,0.6,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.2,,,1.0,7.25,7.25,177494.0,34978.0,793.0,141723.0,1213512,172333.0,357776.4288,57560.527,729099.4846,156582.0884,16433.4318,218062.4476,0.0
NM,32,35,2012,2087309,861617,66178,7.1,29.43011,15.36689,5.143583,87644.8,58.0,10.7,74578400.0,60048,45958.0,18201.0,438251.75,193521.5833,304.0,380.0,459.0,200,367,526,668,671.0,906.0,1127.0,6749.166666666667,698,,,,420,20.4,0,36.0,33.0,0.5217391304347826,28.0,14.0,0.6666666666666666,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.1,,,1.0,7.25,7.5,63421.0,8655.0,457.0,54309.0,567631,63844.0,142929.5939,20646.7855,227862.5195,101620.0814,12820.0949,150553.5179,0.0
NY,33,36,2012,19572932,8793385,818847,8.5,24.54985,12.84584,4.502068,1323400.8,146.0,3.3,1056671200.0,2111378,277257.0,121979.0,3076911.4167,1650098.6667,562.0,770.0,928.0,200,367,526,668,929.0,1247.0,1502.0,57898.666666666664,698,,,,3328,17.2,1,96.0,49.0,0.6620689655172414,29.0,32.0,0.47540983606557374,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.3,,,1.0,7.25,7.25,698226.0,129902.0,2963.0,565361.0,5086664,524148.0,986983.7451,145102.5484,1796235.0473,442777.1252,49068.8367,644136.1621,0.0
NC,34,37,2012,9749476,4245675,434382,9.3,29.90053,17.99771,4.504862,439539.7,126.0,5.2,379925300.0,116479,41907.0,21686.0,1668588.1667,785071.9167,236.0,272.0,297.0,200,367,526,668,603.0,798.0,965.0,15318.166666666666,698,,,,1652,17.2,1,52.0,68.0,0.43333333333333335,19.0,31.0,0.38,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.05,,,1.0,7.25,7.25,230593.0,19664.0,1750.0,209179.0,1673525,269335.0,563333.9378,68444.5272,942745.4153,299514.6359,28291.2163,405295.2175,0.0
ND,35,38,2012,701176,385674,12193,3.1,15.97567,8.28467,2.976236,51624.6,5.0,2.8,38859800.0,206235,4177.0,1651.0,58796.3333,27268.5,328.0,427.0,523.0,200,367,526,668,695.0,953.0,1191.0,670.1666666666666,698,,,,79,11.4,0,25.0,69.0,0.26595744680851063,12.0,35.0,0.2553191489361702,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,8456.0,730.0,58.0,7668.0,66982,13661.0,24347.668,5125.1806,85078.1493,11812.5197,1584.7758,23291.7416,0.0
OH,36,39,2012,11548923,5284001,421590,7.4,27.55623,19.07348,9.005051,540882.4,128.0,4.6,469260800.0,1351238,172943.0,81331.0,1807912.6667,873827.75,368.0,450.0,555.0,200,367,526,668,735.0,976.0,1223.0,46303.0,698,,,,1751,15.4,0,40.0,59.0,0.40404040404040403,10.0,23.0,0.30303030303030304,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.7,304010.0,14742.0,1787.0,287481.0,2327730,275627.0,552640.2732,79317.2079,1114370.8498,289074.9993,26034.1511,418371.3293,0.0
OK,37,40,2012,3818814,1709258,94605,5.2,31.57849,20.16912,7.459337,173238.8,48.0,5.0,158353900.0,317473,19168.0,8546.0,614947.0833,279648.8333,225.0,292.0,361.0,200,367,526,668,592.0,818.0,1029.0,5090.916666666667,698,,,,668,18.0,0,33.0,68.0,0.32673267326732675,16.0,32.0,0.3333333333333333,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.05,,,1.0,7.25,7.25,97031.0,6388.0,631.0,90012.0,795009,123070.0,249472.4239,42248.8302,446144.1927,153706.0469,20283.4014,227416.7566,0.0
OR,38,41,2012,3899001,1780790,172649,8.8,25.4433,15.53066,5.403649,174427.6,34.0,3.7,154408500.0,377983,67475.0,26945.0,815221.3333,447337.8333,432.0,506.0,621.0,200,367,526,668,799.0,1032.0,1287.0,5769.916666666667,698,,,,523,13.5,1,30.0,30.0,0.5,16.0,14.0,0.5333333333333333,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.06,,,1.0,7.25,8.8,80941.0,8946.0,618.0,71377.0,622975,111648.0,183713.0349,23234.1533,307110.1522,96403.6776,11500.7544,142434.7357,0.0
PA,39,42,2012,12767118,5957314,505625,7.8,20.6919,12.07631,3.957534,640663.1,122.0,4.3,587521900.0,444712,196773.0,77972.0,1799208.5,869157.1667,316.0,403.0,497.0,200,367,526,668,683.0,929.0,1165.0,22096.916666666668,698,,,,1756,13.9,0,87.0,110.0,0.4416243654822335,20.0,30.0,0.4,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,376600.0,24925.0,1960.0,349715.0,2140039,253011.0,481444.4872,79928.3828,1127444.4444,225283.406,23610.5235,343389.5481,0.0
RI,40,44,2012,1054621,500434,58053,10.4,26.11636,17.13654,4.711543,51607.4,10.0,4.4,48810300.0,16222,15755.0,6557.0,172845.75,95281.8333,449.0,554.0,634.0,200,367,526,668,816.0,1080.0,1296.0,2001.8333333333333,698,,,,141,13.6,0,65.0,10.0,0.8666666666666667,29.0,8.0,0.7837837837837838,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.15,,,1.0,7.25,7.4,32644.0,3185.0,179.0,29280.0,188736,24261.0,45010.0983,5825.2485,79746.9735,23817.3992,1990.864,32981.4215,0.0
SC,41,45,2012,4717354,1985618,201260,9.2,27.97341,16.45136,5.574569,175328.5,75.0,6.5,167797500.0,189552,33223.0,14439.0,869800.5833,410490.8333,171.0,216.0,261.0,200,367,526,668,538.0,742.0,929.0,6492.416666666667,698,,,,779,16.7,0,48.0,76.0,0.3870967741935484,19.0,27.0,0.41304347826086957,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,116975.0,8981.0,1246.0,106748.0,924736,130525.0,303203.8673,33552.0582,493488.3136,198104.7362,16336.8274,272469.7351,0.0
SD,42,46,2012,833566,423501,18941,4.3,24.81176,15.47281,5.715805,43550.7,13.0,6.0,37659400.0,10616,6733.0,3251.0,103845.8333,45110.75,496.0,555.0,613.0,200,367,526,668,863.0,1081.0,1281.0,2243.1666666666665,698,,,,106,12.8,0,19.0,50.0,0.2753623188405797,5.0,30.0,0.14285714285714285,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,14701.0,1464.0,106.0,13131.0,118483,22153.0,38236.2352,9127.2712,107366.6547,17609.9889,2328.5156,27502.6969,0.0
TN,43,47,2012,6453898,2857945,242726,7.8,34.06615,20.53859,7.270051,283482.0,83.0,5.4,253613100.0,102778,141005.0,56997.0,1316810.25,641210.5,142.0,185.0,226.0,200,367,526,668,509.0,711.0,894.0,18456.25,698,,,,1194,18.6,0,34.0,64.0,0.3469387755102041,13.0,20.0,0.3939393939393939,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,182945.0,12736.0,1426.0,168783.0,1336325,162775.0,398150.254,50952.9412,687451.9957,239465.3263,23311.8744,333402.7328,0.0
TX,44,48,2012,26084481,11818675,851780,6.7,31.21111,21.03051,6.247159,1410447.8,783.0,10.8,1132222100.0,718696,104214.0,45797.0,4038440.1667,1666361.75,228.0,263.0,316.0,200,367,526,668,595.0,789.0,984.0,31698.333333333332,698,,,,4444,17.0,0,49.0,101.0,0.32666666666666666,12.0,19.0,0.3870967741935484,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,656588.0,106111.0,6748.0,543729.0,4082884,969893.0,2099252.5401,258120.4144,3374153.9015,1286212.0198,123708.6359,1786413.6402,0.0
UT,45,49,2012,2853375,1298807,74164,5.4,29.81315,16.76626,3.882838,128764.2,38.0,4.0,103120600.0,204692,12082.0,4858.0,276890.0,113253.75,399.0,498.0,583.0,200,367,526,668,766.0,1024.0,1251.0,2657.3333333333335,698,,,,312,11.0,0,17.0,58.0,0.22666666666666666,7.0,22.0,0.2413793103448276,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,30670.0,2687.0,219.0,27764.0,282322,69641.0,129859.0919,36060.6234,348886.0122,48637.6944,7584.946,74579.5278,0.0
VT,46,50,2012,626090,337284,17573,5.0,24.32998,14.63184,5.894191,28893.6,4.0,3.1,28395700.0,8384,6508.0,2987.0,96579.4167,49349.75,536.0,640.0,726.0,200,367,526,668,903.0,1156.0,1360.0,1483.0,698,,,,69,11.2,1,94.0,48.0,0.6619718309859155,21.0,8.0,0.7241379310344828,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.32,,,1.0,7.25,8.46,15947.0,1050.0,71.0,14826.0,168726,15471.0,23062.4531,3468.2959,54209.2773,14360.2871,1925.9755,23522.8335,0.0
VA,47,51,2012,8185080,3967987,255857,6.1,21.67122,11.37694,4.678103,445120.7,62.0,3.1,405863900.0,153868,68812.0,31619.0,913877.6667,439924.0,254.0,320.0,382.0,200,367,526,668,621.0,846.0,1050.0,12373.583333333334,698,,,,850,10.6,0,32.0,67.0,0.32323232323232326,20.0,20.0,0.5,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.2,,,0.0,7.25,7.25,153013.0,18699.0,1129.0,133185.0,956477,159137.0,328889.6988,62317.6234,749114.7069,175673.5134,23265.4098,271107.0358,0.0
WA,48,53,2012,6897058,3189271,282011,8.1,25.2358,15.3939,5.971008,400623.3,47.0,2.8,329258600.0,1975775,123704.0,52707.0,1108089.6667,580210.5,385.0,478.0,562.0,200,367,526,668,752.0,1004.0,1230.0,18917.75,698,,,,796,11.6,1,56.0,42.0,0.5714285714285714,27.0,22.0,0.5510204081632653,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,9.04,147380.0,16828.0,886.0,129666.0,1153726,194706.0,291704.3964,49735.5058,539859.1634,131452.3444,18820.1315,185960.8055,0.0
WV,49,54,2012,1856872,747384,60533,7.5,27.34671,16.82551,5.510002,69335.6,14.0,3.3,65206200.0,129208,21105.0,9453.0,346832.5,164033.9167,301.0,340.0,384.0,200,367,526,668,668.0,866.0,1052.0,4907.916666666667,698,,,,301,16.7,1,65.0,35.0,0.65,28.0,6.0,0.8235294117647058,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,80046.0,2850.0,490.0,76706.0,354082,47891.0,95159.0723,15610.7979,201332.9737,64100.4607,8816.2115,114119.7411,0.0
WI,50,55,2012,5719960,2857418,216563,7.0,23.29327,14.24283,5.545799,274540.5,53.0,3.8,246150800.0,48410,61702.0,25873.0,835312.3333,398965.5,608.0,608.0,608.0,200,367,526,668,974.0,1133.0,1276.0,12015.25,698,,,,640,11.4,0,39.0,59.0,0.3979591836734694,16.0,17.0,0.48484848484848486,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.04,0.11,0.34,1.0,7.25,7.25,114102.0,7086.0,868.0,106148.0,1114925,118585.0,240233.4484,38031.6126,596221.8626,108725.9119,12043.2536,172949.0591,0.0
WY,51,56,2012,576305,290932,16335,5.3,22.85464,14.98277,5.067525,38437.7,6.0,4.0,30846100.0,158869,601.0,311.0,34346.9167,14946.5,567.0,602.0,602.0,200,367,526,668,934.0,1128.0,1270.0,208.91666666666666,698,,,,56,9.6,0,10.0,50.0,0.16666666666666666,4.0,26.0,0.13333333333333333,0.0765,0.34,0.4,0.45,475,3169,5236,5891,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,5.15,6716.0,332.0,35.0,6349.0,67298,12602.0,18926.7834,6265.7243,56577.9695,8490.2103,1789.2008,15702.8647,0.0
AL,1,1,2013,4830081,2017043,156957,7.2,28.99388,17.68159,6.460367,192166.5,38.0,3.2,174415400.0,90913,47676.0,19774.0,915322.4167,421302.1667,190.0,215.0,245.0,200,367,526,668,557.0,741.0,913.0,7694.833333333333,710,,,,796,16.7,0,37.0,65.0,0.36,11.0,22.0,0.3333333333333333,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.25,176633.0,10049.0,806.0,165778.0,955355,139000.5,346893.4812,40273.7464,539664.2694,185350.5796,13934.1345,224172.9594,0.0
AK,2,2,2013,737068,339801,25491,7.0,20.02825,12.84441,4.723693,56625.3,7.0,3.8,38859500.0,20038,9646.0,3600.0,91363.8333,38279.0833,821.0,923.0,1025.0,239,438,627,797,1259.0,1550.0,1816.0,963.25,710,,,,76,10.9,0,14.0,26.0,0.35,7.0,13.0,0.35,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.75,12662.0,1834.0,78.0,10750.0,109600,23054.6667,33914.7221,4922.7099,52589.2365,15543.7829,1841.147,20793.7193,0.0
AZ,3,4,2013,6632764,2794697,234728,7.7,26.27032,18.60442,5.384823,275007.5,141.0,8.4,242856000.0,165576,37059.0,16281.0,1111105.25,476688.5,220.0,277.0,334.0,200,367,526,668,587.0,803.0,1002.0,6305.75,710,,,,1345,20.2,0,24.0,36.0,0.4,13.0,17.0,0.43333333333333335,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.8,117962.0,15318.0,981.0,101663.0,1329250,182500.75,444446.5218,54015.0703,646931.5594,225135.0424,21495.0501,289276.759,0.0
AR,4,5,2013,2959400,1226859,95717,7.2,37.03111,23.23058,7.885733,112764.6,27.0,3.7,107240700.0,52928,15715.0,6964.0,504620.9167,224453.8333,162.0,204.0,247.0,200,367,526,668,529.0,730.0,915.0,2601.1666666666665,710,,,,504,17.1,1,49.0,51.0,0.49,14.0,21.0,0.4,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,6.25,112922.0,5837.0,664.0,106421.0,664890,89776.8333,212915.5805,35876.7227,332496.9435,127885.2778,16300.9959,166376.4833,0.0
CA,5,6,2013,38260787,16958403,1666589,8.9,25.5389,15.72165,5.062525,2261510.6,488.0,5.1,1886376600.0,2124687,1355305.0,563785.0,4159030.75,1905869.0,577.0,714.0,849.0,200,367,526,668,944.0,1211.0,1451.0,262132.58333333334,710,,,,5675,14.9,1,55.0,25.0,0.69,26.0,11.0,0.7027027027027027,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,8.0,1305574.0,359036.0,18980.0,927558.0,10406883,1431881.4167,2316910.3581,371935.2246,3285778.8565,1191511.1605,151923.7268,1509725.878,0.0
CO,6,8,2013,5269035,2577556,189597,6.9,22.93322,13.68426,4.3827,288383.5,62.0,4.8,249281600.0,503101,39502.0,15124.0,507933.9167,231487.6667,364.0,462.0,561.0,200,367,526,668,731.0,988.0,1229.0,4862.833333333333,710,,,,560,10.6,1,37.0,28.0,0.57,20.0,15.0,0.5714285714285714,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.78,72005.0,9036.0,501.0,62468.0,729100,96873.5833,209937.4906,37498.6732,375023.253,109224.5367,17058.7224,155730.193,0.0
CT,7,9,2013,3594841,1717764,145573,7.8,20.93243,13.62521,4.218548,244127.5,14.0,1.7,228472200.0,69105,29180.0,14824.0,425319.5,233171.4167,470.0,576.0,677.0,200,367,526,668,837.0,1102.0,1331.0,6231.833333333333,710,,,,400,11.3,1,99.0,52.0,0.6556291390728477,22.0,14.0,0.6111111111111112,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.25,,,1.0,7.25,8.25,62476.0,6645.0,426.0,55405.0,736910,54248.1667,134358.3718,22127.3117,280253.3861,66569.5262,6620.2493,87970.8738,0.0
DE,8,10,2013,923576,413119,29609,6.7,21.12294,15.22675,4.711775,61007.5,5.0,2.6,40949500.0,21184,14072.0,4992.0,153137.25,72243.5833,270.0,338.0,407.0,200,367,526,668,637.0,864.0,1075.0,3148.3333333333335,710,,,,127,14.0,1,27.0,14.0,0.6585365853658537,13.0,8.0,0.6190476190476191,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.2,,,0.0,7.25,7.25,16630.0,1213.0,99.0,15318.0,211000,20796.9167,54516.7977,4946.2537,94570.7779,29287.0424,1910.7816,39521.9945,0.0
DC,9,11,2013,650581,342351,31775,8.5,23.32191,15.94521,4.326101,115021.1,1.0,1.2,44189200.0,27523,17446.0,6659.0,144888.9167,81903.9167,336.0,428.0,523.0,200,367,526,668,703.0,954.0,1191.0,2300.9166666666665,710,,,,139,21.3,.,,,,11.0,0.0,1.0,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.4,,,1.0,7.25,8.25,26959.0,1945.0,132.0,24882.0,203700,15674.25,42939.7839,1857.5321,50501.6181,30327.0688,1121.6476,35037.5165,0.0
FL,10,12,2013,19545621,8770084,683663,7.2,24.33901,15.37839,6.486639,800886.0,309.0,7.4,795425000.0,364550,94587.0,53632.0,3556472.9167,1943901.5833,241.0,303.0,364.0,200,367,526,668,608.0,829.0,1032.0,39876.833333333336,710,,,,2888,14.9,0,44.0,76.0,0.36666666666666664,14.0,26.0,0.35,0.0765,0.34,0.4,0.45,487,3250,5372,6044,0.0765,0.1598,0.2106,0.2106,0.0,,,0.0,7.25,7.79,547595.0,122588.0,2877.0,422130.0,3290000,483564.6667,1183194.7271,136454.7595,1638775.1408,584803.3834,54052.8531,750969.4355,0.0
